
time,ax,ay,az,wx,wy,wz
0.003,0.48,0.09,-1.00,-0.05,-0.15,0.24
0.003,0.48,0.09,-1.00,-0.08,-0.14,0.22
0.004,0.48,0.09,-1.00,-0.10,-0.12,0.21
0.004,0.56,0.12,-1.03,-0.10,-0.12,0.21
0.004,0.56,0.12,-1.03,-0.13,-0.11,0.20
0.005,0.56,0.12,-1.03,-0.16,-0.10,0.18
0.005,0.61,0.14,-1.05,-0.16,-0.10,0.18
0.005,0.61,0.14,-1.05,-0.18,-0.08,0.17
0.005,0.61,0.14,-1.05,-0.21,-0.07,0.16
0.005,0.64,0.14,-1.06,-0.21,-0.07,0.16
0.005,0.64,0.14,-1.06,-0.24,-0.05,0.15
0.006,0.64,0.14,-1.06,-0.26,-0.05,0.13
0.009,0.65,0.15,-1.07,-0.26,-0.05,0.13
0.009,0.65,0.15,-1.07,-0.29,-0.03,0.12
0.01,0.65,0.15,-1.07,-0.31,-0.02,0.11
0.014,0.59,0.16,-1.04,-0.31,-0.02,0.11
0.014,0.59,0.16,-1.04,-0.34,-0.01,0.10
0.015,0.59,0.16,-1.04,-0.36,-0.00,0.09
0.016,0.51,0.15,-0.91,-0.36,-0.00,0.09
0.017,0.51,0.15,-0.91,-0.38,0.02,0.08
0.018,0.51,0.15,-0.91,-0.40,0.03,0.07
0.02,0.51,0.15,-0.91,-0.41,0.04,0.07
0.021,0.39,0.14,-0.70,-0.41,0.04,0.07
0.022,0.39,0.14,-0.70,-0.43,0.05,0.06
0.033,0.29,0.09,-0.44,-0.43,0.05,0.06
0.033,0.29,0.09,-0.44,-0.44,0.07,0.06
0.034,0.29,0.09,-0.44,-0.45,0.08,0.06
0.034,0.19,0.05,-0.16,-0.45,0.08,0.06
0.034,0.19,0.05,-0.16,-0.45,0.10,0.07
0.034,0.19,0.05,-0.16,-0.45,0.11,0.07
0.034,0.19,0.05,-0.16,-0.45,0.12,0.07
0.035,0.07,-0.02,0.13,-0.45,0.12,0.07
0.035,0.07,-0.02,0.13,-0.45,0.14,0.08
0.036,-0.03,-0.07,0.40,-0.45,0.14,0.08
0.037,-0.03,-0.07,0.40,-0.44,0.15,0.08
0.038,-0.03,-0.07,0.40,-0.43,0.16,0.09
0.042,-0.11,-0.12,0.64,-0.43,0.16,0.09
0.042,-0.11,-0.12,0.64,-0.42,0.17,0.09
0.042,-0.11,-0.12,0.64,-0.40,0.17,0.10
0.048,-0.18,-0.15,0.85,-0.40,0.17,0.10
0.048,-0.18,-0.15,0.85,-0.38,0.17,0.11
0.049,-0.18,-0.15,0.85,-0.36,0.18,0.12
0.049,-0.23,-0.17,0.99,-0.36,0.18,0.12
0.049,-0.23,-0.17,0.99,-0.34,0.18,0.13
0.05,-0.23,-0.17,0.99,-0.32,0.17,0.13
0.052,-0.27,-0.19,1.09,-0.32,0.17,0.13
0.053,-0.27,-0.19,1.09,-0.30,0.16,0.14
0.054,-0.27,-0.19,1.09,-0.28,0.16,0.15
0.056,-0.28,-0.20,1.11,-0.28,0.16,0.15
0.057,-0.28,-0.20,1.11,-0.25,0.15,0.16
0.059,-0.28,-0.20,1.11,-0.23,0.13,0.17
0.061,-0.28,-0.20,1.11,-0.20,0.12,0.18
0.062,-0.26,-0.20,1.06,-0.20,0.12,0.18
0.062,-0.26,-0.20,1.06,-0.18,0.10,0.18
0.064,-0.24,-0.16,0.94,-0.18,0.10,0.18
0.065,-0.24,-0.16,0.94,-0.16,0.07,0.19
0.066,-0.24,-0.16,0.94,-0.13,0.05,0.19
0.068,-0.19,-0.09,0.79,-0.13,0.05,0.19
0.068,-0.19,-0.09,0.79,-0.11,0.01,0.19
0.07,-0.19,-0.09,0.79,-0.09,-0.01,0.19
0.072,-0.15,-0.01,0.62,-0.09,-0.01,0.19
0.073,-0.15,-0.01,0.62,-0.07,-0.04,0.19
0.074,-0.15,-0.01,0.62,-0.06,-0.07,0.19
0.077,-0.15,-0.01,0.62,-0.04,-0.10,0.19
0.077,-0.08,0.04,0.41,-0.04,-0.10,0.19
0.079,-0.08,0.04,0.41,-0.03,-0.13,0.19
0.081,-0.04,0.06,0.19,-0.03,-0.13,0.19
0.081,-0.04,0.06,0.19,-0.02,-0.15,0.19
0.082,-0.04,0.06,0.19,-0.01,-0.17,0.20
0.084,-0.04,0.04,0.02,-0.01,-0.17,0.20
0.085,-0.04,0.04,0.02,-0.00,-0.20,0.20
0.086,-0.04,0.04,0.02,0.00,-0.22,0.20
0.088,-0.06,0.02,-0.16,0.00,-0.22,0.20
0.089,-0.06,0.02,-0.16,0.01,-0.24,0.20
0.091,-0.06,0.02,-0.16,0.01,-0.27,0.21
0.093,-0.10,-0.01,-0.32,0.01,-0.27,0.21
0.093,-0.10,-0.01,-0.32,0.01,-0.29,0.21
0.094,-0.10,-0.01,-0.32,0.01,-0.31,0.21
0.097,-0.12,-0.05,-0.42,0.01,-0.31,0.21
0.097,-0.12,-0.05,-0.42,0.01,-0.32,0.22
0.098,-0.12,-0.05,-0.42,0.01,-0.33,0.22
0.1,-0.13,-0.07,-0.49,0.01,-0.33,0.22
0.101,-0.13,-0.07,-0.49,0.00,-0.35,0.23
0.102,-0.13,-0.07,-0.49,0.00,-0.35,0.23
0.104,-0.15,-0.11,-0.52,0.00,-0.35,0.23
0.105,-0.15,-0.11,-0.52,-0.00,-0.36,0.24
0.106,-0.15,-0.11,-0.52,-0.01,-0.37,0.24
0.11,-0.15,-0.13,-0.51,-0.01,-0.37,0.24
0.111,-0.15,-0.13,-0.51,-0.01,-0.37,0.25
0.111,-0.15,-0.13,-0.51,-0.03,-0.37,0.25
0.114,-0.15,-0.12,-0.53,-0.03,-0.37,0.25
0.115,-0.15,-0.12,-0.53,-0.03,-0.37,0.26
0.115,-0.15,-0.12,-0.53,-0.04,-0.37,0.26
0.116,-0.10,-0.09,-0.51,-0.04,-0.37,0.26
0.117,-0.10,-0.09,-0.51,-0.05,-0.37,0.26
0.118,-0.10,-0.09,-0.51,-0.05,-0.37,0.27
0.12,-0.10,-0.09,-0.51,-0.05,-0.36,0.27
0.121,-0.02,-0.05,-0.48,-0.05,-0.36,0.27
0.122,-0.02,-0.05,-0.48,-0.06,-0.36,0.26
0.134,0.12,-0.01,-0.41,-0.06,-0.36,0.26
0.137,0.12,-0.01,-0.41,-0.07,-0.36,0.26
0.137,0.12,-0.01,-0.41,-0.07,-0.35,0.25
0.138,0.23,0.02,-0.33,-0.07,-0.35,0.25
0.138,0.23,0.02,-0.33,-0.08,-0.34,0.25
0.138,0.23,0.02,-0.33,-0.08,-0.33,0.25
0.138,0.23,0.02,-0.33,-0.09,-0.33,0.24
0.139,0.34,0.01,-0.27,-0.09,-0.33,0.24
0.139,0.34,0.01,-0.27,-0.09,-0.31,0.24
0.139,0.42,-0.02,-0.22,-0.09,-0.31,0.24
0.14,0.42,-0.02,-0.22,-0.09,-0.31,0.23
0.14,0.42,-0.02,-0.22,-0.10,-0.29,0.22
0.143,0.46,-0.03,-0.17,-0.10,-0.29,0.22
0.143,0.46,-0.03,-0.17,-0.10,-0.28,0.22
0.144,0.46,-0.03,-0.17,-0.10,-0.27,0.21
0.16,0.49,-0.04,-0.13,-0.10,-0.27,0.21
0.16,0.49,-0.04,-0.13,-0.10,-0.26,0.20
0.161,0.49,-0.04,-0.13,-0.11,-0.25,0.19
0.161,0.49,-0.04,-0.13,-0.11,-0.24,0.18
0.161,0.51,-0.01,-0.11,-0.11,-0.24,0.18
0.161,0.51,-0.01,-0.11,-0.11,-0.23,0.18
0.161,0.52,0.02,-0.08,-0.11,-0.23,0.18
0.162,0.52,0.02,-0.08,-0.11,-0.22,0.17
0.162,0.52,0.02,-0.08,-0.12,-0.21,0.16
0.162,0.54,0.02,-0.07,-0.12,-0.21,0.16
0.162,0.54,0.02,-0.07,-0.12,-0.20,0.15
0.162,0.54,0.02,-0.07,-0.12,-0.20,0.14
0.163,0.54,0.02,-0.07,-0.12,-0.19,0.14
0.163,0.54,0.02,-0.05,-0.12,-0.19,0.14
0.163,0.54,0.02,-0.05,-0.13,-0.18,0.13
0.168,0.58,0.02,-0.02,-0.13,-0.18,0.13
0.168,0.58,0.02,-0.02,-0.13,-0.18,0.12
0.168,0.58,0.02,-0.02,-0.13,-0.17,0.11
0.169,0.61,0.03,-0.02,-0.13,-0.17,0.11
0.169,0.61,0.03,-0.02,-0.13,-0.16,0.10
0.17,0.61,0.03,-0.02,-0.13,-0.16,0.09
0.172,0.64,0.04,0.01,-0.13,-0.16,0.09
0.172,0.64,0.04,0.01,-0.13,-0.15,0.08
0.174,0.64,0.04,0.01,-0.14,-0.14,0.07
0.176,0.66,0.04,0.05,-0.14,-0.14,0.07
0.176,0.66,0.04,0.05,-0.14,-0.14,0.05
0.178,0.66,0.04,0.05,-0.13,-0.13,0.05
0.181,0.66,0.04,0.05,-0.13,-0.13,0.03
0.181,0.66,0.05,0.05,-0.13,-0.13,0.03
0.182,0.66,0.05,0.05,-0.14,-0.12,0.03
0.184,0.63,0.06,0.06,-0.14,-0.12,0.03
0.184,0.63,0.06,0.06,-0.14,-0.11,0.01
0.186,0.63,0.06,0.06,-0.14,-0.11,0.00
0.188,0.60,0.07,0.04,-0.14,-0.11,0.00
0.188,0.60,0.07,0.04,-0.14,-0.11,-0.01
0.19,0.60,0.07,0.04,-0.14,-0.10,-0.01
0.192,0.54,0.08,0.02,-0.14,-0.10,-0.01
0.192,0.54,0.08,0.02,-0.14,-0.10,-0.02
0.194,0.54,0.08,0.02,-0.15,-0.09,-0.03
0.196,0.54,0.08,0.02,-0.15,-0.08,-0.04
0.197,0.50,0.08,-0.01,-0.15,-0.08,-0.04
0.198,0.50,0.08,-0.01,-0.15,-0.07,-0.05
0.2,0.50,0.08,-0.01,-0.16,-0.07,-0.05
0.2,0.44,0.11,-0.03,-0.16,-0.07,-0.05
0.202,0.44,0.11,-0.03,-0.16,-0.06,-0.06
0.204,0.42,0.08,-0.08,-0.16,-0.06,-0.06
0.204,0.42,0.08,-0.08,-0.17,-0.05,-0.06
0.206,0.42,0.08,-0.08,-0.17,-0.05,-0.07
0.208,0.41,0.06,-0.09,-0.17,-0.05,-0.07
0.209,0.41,0.06,-0.09,-0.17,-0.04,-0.07
0.21,0.41,0.06,-0.09,-0.18,-0.03,-0.07
0.212,0.40,0.01,-0.11,-0.18,-0.03,-0.07
0.213,0.40,0.01,-0.11,-0.19,-0.02,-0.08
0.214,0.40,0.01,-0.11,-0.19,-0.02,-0.08
0.216,0.37,-0.03,-0.09,-0.19,-0.02,-0.08
0.216,0.37,-0.03,-0.09,-0.19,-0.01,-0.08
0.217,0.37,-0.03,-0.09,-0.20,-0.00,-0.09
0.22,0.37,-0.03,-0.09,-0.20,-0.00,-0.09
0.22,0.30,-0.04,-0.08,-0.20,-0.00,-0.09
0.222,0.30,-0.04,-0.08,-0.20,0.00,-0.09
0.234,0.22,-0.05,-0.04,-0.20,0.00,-0.09
0.235,0.22,-0.05,-0.04,-0.20,0.00,-0.09
0.235,0.22,-0.05,-0.04,-0.20,-0.00,-0.09
0.236,0.13,-0.04,0.02,-0.20,-0.00,-0.09
0.236,0.13,-0.04,0.02,-0.20,-0.00,-0.09
0.236,0.13,-0.04,0.02,-0.20,-0.00,-0.09
0.237,0.03,-0.03,0.09,-0.20,-0.00,-0.09
0.237,0.03,-0.03,0.09,-0.19,-0.01,-0.09
0.237,0.03,-0.03,0.09,-0.19,-0.01,-0.08
0.237,0.03,-0.03,0.09,-0.18,-0.02,-0.08
0.238,-0.04,-0.02,0.15,-0.18,-0.02,-0.08
0.238,-0.04,-0.02,0.15,-0.17,-0.03,-0.08
0.241,-0.04,-0.02,0.15,-0.16,-0.03,-0.07
0.242,-0.08,0.01,0.25,-0.16,-0.03,-0.07
0.242,-0.08,0.01,0.25,-0.15,-0.04,-0.07
0.244,-0.08,0.01,0.25,-0.14,-0.05,-0.07
0.245,-0.12,-0.02,0.30,-0.14,-0.05,-0.07
0.246,-0.12,-0.02,0.30,-0.13,-0.05,-0.06
0.248,-0.12,-0.02,0.30,-0.12,-0.06,-0.06
0.248,-0.09,-0.03,0.35,-0.12,-0.06,-0.06
0.25,-0.09,-0.03,0.35,-0.11,-0.06,-0.06
0.252,-0.09,-0.03,0.35,-0.10,-0.07,-0.05
0.252,-0.04,-0.06,0.38,-0.10,-0.07,-0.05
0.254,-0.04,-0.06,0.38,-0.09,-0.07,-0.05
0.256,-0.04,-0.06,0.38,-0.08,-0.08,-0.05
0.257,-0.04,-0.08,0.40,-0.08,-0.08,-0.05
0.259,-0.04,-0.08,0.40,-0.07,-0.08,-0.05
0.263,-0.04,-0.08,0.40,-0.06,-0.08,-0.05
0.264,-0.02,-0.09,0.39,-0.06,-0.08,-0.05
0.264,-0.02,-0.09,0.39,-0.05,-0.08,-0.05
0.265,-0.02,-0.09,0.39,-0.04,-0.09,-0.05
0.265,-0.03,-0.06,0.40,-0.04,-0.09,-0.05
0.266,-0.03,-0.06,0.40,-0.03,-0.09,-0.05
0.268,-0.03,-0.06,0.40,-0.02,-0.09,-0.05
0.268,-0.02,-0.04,0.41,-0.02,-0.09,-0.05
0.27,-0.02,-0.04,0.41,-0.02,-0.09,-0.05
0.272,-0.02,-0.04,0.41,-0.01,-0.09,-0.04
0.272,-0.02,-0.01,0.41,-0.01,-0.09,-0.04
0.274,-0.02,-0.01,0.41,-0.01,-0.09,-0.04
0.276,-0.02,-0.01,0.41,0.00,-0.09,-0.04
0.276,-0.01,0.01,0.36,0.00,-0.09,-0.04
0.278,-0.01,0.01,0.36,0.00,-0.09,-0.04
