
time,ax,ay,az,wx,wy,wz
0.005,0.14,0.03,0.20,0.14,-0.05,-0.02
0.005,0.14,0.03,0.20,0.14,-0.04,-0.03
0.005,0.14,0.03,0.20,0.14,-0.03,-0.03
0.005,0.14,0.00,0.10,0.14,-0.03,-0.03
0.006,0.14,0.00,0.10,0.14,-0.02,-0.03
0.006,0.14,0.00,0.10,0.14,-0.01,-0.03
0.006,0.13,-0.02,0.02,0.14,-0.01,-0.03
0.006,0.13,-0.02,0.02,0.14,0.00,-0.04
0.006,0.13,-0.02,0.02,0.13,0.02,-0.04
0.006,0.13,-0.02,0.02,0.13,0.03,-0.04
0.007,0.15,-0.03,-0.09,0.13,0.03,-0.04
0.007,0.15,-0.03,-0.09,0.12,0.05,-0.05
0.007,0.17,-0.10,-0.24,0.12,0.05,-0.05
0.007,0.17,-0.10,-0.24,0.11,0.07,-0.05
0.007,0.17,-0.10,-0.24,0.10,0.07,-0.05
0.007,0.10,-0.15,-0.39,0.10,0.07,-0.05
0.007,0.10,-0.15,-0.39,0.09,0.08,-0.05
0.008,0.10,-0.15,-0.39,0.08,0.09,-0.05
0.008,0.18,-0.12,-0.50,0.08,0.09,-0.05
0.008,0.18,-0.12,-0.50,0.07,0.09,-0.05
0.008,0.18,-0.12,-0.50,0.06,0.10,-0.05
0.008,0.25,-0.11,-0.58,0.06,0.10,-0.05
0.008,0.25,-0.11,-0.58,0.05,0.11,-0.05
0.009,0.25,-0.11,-0.58,0.04,0.11,-0.06
0.009,0.25,-0.11,-0.58,0.02,0.11,-0.06
0.009,0.30,-0.12,-0.68,0.02,0.11,-0.06
0.009,0.30,-0.12,-0.68,0.01,0.11,-0.06
0.009,0.33,-0.11,-0.75,0.01,0.11,-0.06
0.009,0.33,-0.11,-0.75,-0.01,0.11,-0.07
0.011,0.33,-0.11,-0.75,-0.02,0.11,-0.07
0.012,0.32,-0.13,-0.82,-0.02,0.11,-0.07
0.012,0.32,-0.13,-0.82,-0.04,0.10,-0.07
0.014,0.32,-0.13,-0.82,-0.05,0.10,-0.07
0.016,0.30,-0.13,-0.86,-0.05,0.10,-0.07
0.016,0.30,-0.13,-0.86,-0.07,0.10,-0.08
0.018,0.30,-0.13,-0.86,-0.08,0.10,-0.08
0.02,0.30,-0.13,-0.86,-0.10,0.09,-0.08
0.02,0.22,-0.13,-0.88,-0.10,0.09,-0.08
0.022,0.22,-0.13,-0.88,-0.11,0.09,-0.08
0.024,0.22,-0.13,-0.88,-0.13,0.08,-0.08
0.024,0.16,-0.13,-0.86,-0.13,0.08,-0.08
0.026,0.16,-0.13,-0.86,-0.14,0.08,-0.07
0.028,0.10,-0.10,-0.83,-0.14,0.08,-0.07
0.028,0.10,-0.10,-0.83,-0.16,0.08,-0.07
0.03,0.10,-0.10,-0.83,-0.17,0.07,-0.07
0.033,0.04,-0.08,-0.78,-0.17,0.07,-0.07
0.034,0.04,-0.08,-0.78,-0.18,0.07,-0.06
0.034,0.04,-0.08,-0.78,-0.19,0.06,-0.06
0.036,0.04,-0.08,-0.78,-0.20,0.06,-0.05
0.037,-0.02,-0.06,-0.73,-0.20,0.06,-0.05
0.038,-0.02,-0.06,-0.73,-0.22,0.05,-0.04
0.04,-0.06,-0.04,-0.64,-0.22,0.05,-0.04
0.04,-0.06,-0.04,-0.64,-0.22,0.05,-0.04
0.042,-0.06,-0.04,-0.64,-0.23,0.05,-0.03
0.044,-0.06,-0.04,-0.64,-0.24,0.05,-0.02
0.044,-0.11,-0.02,-0.56,-0.24,0.05,-0.02
0.046,-0.11,-0.02,-0.56,-0.25,0.04,-0.01
0.049,-0.11,-0.02,-0.56,-0.25,0.04,-0.01
0.049,-0.13,0.01,-0.46,-0.25,0.04,-0.01
0.05,-0.13,0.01,-0.46,-0.26,0.04,-0.00
0.052,-0.13,0.01,-0.46,-0.27,0.03,0.01
0.053,-0.15,0.02,-0.34,-0.27,0.03,0.01
0.054,-0.15,0.02,-0.34,-0.27,0.03,0.01
0.056,-0.20,0.03,-0.24,-0.27,0.03,0.01
0.056,-0.20,0.03,-0.24,-0.27,0.04,0.02
0.058,-0.20,0.03,-0.24,-0.28,0.05,0.03
0.06,-0.27,0.01,-0.20,-0.28,0.05,0.03
0.06,-0.27,0.01,-0.20,-0.29,0.06,0.03
0.061,-0.27,0.01,-0.20,-0.30,0.07,0.03
0.064,-0.27,0.01,-0.20,-0.30,0.07,0.04
0.064,-0.28,-0.10,-0.21,-0.30,0.07,0.04
0.075,-0.28,-0.10,-0.21,-0.31,0.07,0.04
0.076,-0.28,-0.10,-0.21,-0.31,0.07,0.04
0.076,-0.28,-0.03,-0.11,-0.31,0.07,0.04
0.077,-0.28,-0.03,-0.11,-0.32,0.07,0.04
0.077,-0.26,0.03,-0.04,-0.32,0.07,0.04
0.077,-0.26,0.03,-0.04,-0.32,0.07,0.05
0.077,-0.26,0.03,-0.04,-0.32,0.07,0.05
0.078,-0.23,0.09,-0.01,-0.32,0.07,0.05
0.078,-0.23,0.09,-0.01,-0.32,0.07,0.05
0.078,-0.23,0.09,-0.01,-0.32,0.07,0.05
0.08,-0.20,0.12,0.04,-0.32,0.07,0.05
0.08,-0.20,0.12,0.04,-0.32,0.06,0.05
0.082,-0.20,0.12,0.04,-0.32,0.06,0.05
0.084,-0.18,0.11,0.09,-0.32,0.06,0.05
0.085,-0.18,0.11,0.09,-0.31,0.05,0.05
0.086,-0.18,0.11,0.09,-0.31,0.05,0.05
0.088,-0.15,0.12,0.16,-0.31,0.05,0.05
0.088,-0.15,0.12,0.16,-0.31,0.05,0.05
0.09,-0.15,0.12,0.16,-0.30,0.05,0.05
0.092,-0.15,0.12,0.16,-0.30,0.05,0.05
0.092,-0.14,0.10,0.22,-0.30,0.05,0.05
0.094,-0.14,0.10,0.22,-0.29,0.05,0.06
0.096,-0.12,0.07,0.25,-0.29,0.05,0.06
0.096,-0.12,0.07,0.25,-0.29,0.06,0.06
0.099,-0.12,0.07,0.25,-0.28,0.05,0.06
0.1,-0.07,0.04,0.30,-0.28,0.05,0.06
0.1,-0.07,0.04,0.30,-0.27,0.06,0.06
0.102,-0.07,0.04,0.30,-0.27,0.06,0.06
0.104,-0.03,0.01,0.30,-0.27,0.06,0.06
0.104,-0.03,0.01,0.30,-0.26,0.06,0.06
0.105,-0.03,0.01,0.30,-0.25,0.07,0.05
0.108,0.05,0.01,0.31,-0.25,0.07,0.05
0.108,0.05,0.01,0.31,-0.25,0.07,0.05
0.109,0.05,0.01,0.31,-0.24,0.08,0.05
0.112,0.11,-0.00,0.30,-0.24,0.08,0.05
0.112,0.11,-0.00,0.30,-0.23,0.08,0.04
0.113,0.11,-0.00,0.30,-0.22,0.08,0.04
0.121,0.15,-0.02,0.28,-0.22,0.08,0.04
0.121,0.15,-0.02,0.28,-0.22,0.09,0.04
0.121,0.15,-0.02,0.28,-0.21,0.09,0.03
0.122,0.16,-0.01,0.28,-0.21,0.09,0.03
0.122,0.16,-0.01,0.28,-0.20,0.09,0.03
0.122,0.16,-0.01,0.28,-0.20,0.10,0.02
0.124,0.16,-0.01,0.28,-0.19,0.10,0.02
0.124,0.16,-0.03,0.29,-0.19,0.10,0.02
0.125,0.16,-0.03,0.29,-0.18,0.10,0.01
0.127,0.16,-0.03,0.29,-0.17,0.10,0.01
0.128,0.16,-0.01,0.29,-0.17,0.10,0.01
0.137,0.16,-0.01,0.29,-0.17,0.11,-0.00
0.138,0.15,-0.02,0.31,-0.17,0.11,-0.00
0.138,0.15,-0.02,0.31,-0.16,0.11,-0.00
0.138,0.15,-0.02,0.31,-0.15,0.11,-0.01
0.138,0.15,-0.02,0.31,-0.14,0.11,-0.01
0.138,0.13,-0.03,0.32,-0.14,0.11,-0.01
0.139,0.13,-0.03,0.32,-0.13,0.11,-0.02
0.139,0.10,-0.03,0.33,-0.13,0.11,-0.02
0.14,0.10,-0.03,0.33,-0.13,0.11,-0.02
0.141,0.10,-0.03,0.33,-0.12,0.11,-0.03
0.144,0.10,-0.03,0.33,-0.11,0.11,-0.03
0.144,0.09,-0.04,0.33,-0.11,0.11,-0.03
0.145,0.09,-0.04,0.33,-0.10,0.11,-0.03
0.158,0.07,-0.03,0.32,-0.10,0.11,-0.03
0.159,0.07,-0.03,0.32,-0.09,0.11,-0.04
0.159,0.07,-0.03,0.32,-0.08,0.11,-0.04
0.16,0.06,-0.02,0.33,-0.08,0.11,-0.04
0.16,0.06,-0.02,0.33,-0.08,0.11,-0.04
0.16,0.06,-0.02,0.33,-0.07,0.11,-0.04
0.161,0.05,-0.01,0.30,-0.07,0.11,-0.04
