
time,ax,ay,az,wx,wy,wz
0.158,0.11,-0.05,0.09,0.02,0.11,0.01
0.159,0.10,-0.03,0.10,0.02,0.11,0.01
0.159,0.10,-0.03,0.10,0.02,0.11,0.00
0.164,0.10,-0.03,0.10,0.02,0.11,0.00
0.164,0.11,-0.01,0.09,0.02,0.11,0.00
0.167,0.11,-0.01,0.09,0.02,0.11,0.00
0.167,0.09,0.01,0.05,0.02,0.11,0.00
0.167,0.09,0.01,0.05,0.02,0.11,-0.00
0.17,0.09,0.01,0.05,0.01,0.11,-0.00
0.17,0.05,0.02,-0.02,0.01,0.11,-0.00
0.17,0.05,0.02,-0.02,0.01,0.11,-0.01
0.175,0.05,0.02,-0.02,0.01,0.11,-0.01
0.175,-0.04,0.02,-0.11,0.01,0.11,-0.01
0.177,-0.04,0.02,-0.11,0.00,0.12,-0.01
0.181,-0.04,0.02,-0.11,0.00,0.12,-0.01
0.181,-0.04,0.02,-0.11,0.00,0.12,-0.01
0.181,-0.09,0.04,-0.12,0.00,0.12,-0.01
0.185,-0.06,0.03,-0.05,0.00,0.12,-0.01
0.185,-0.06,0.03,-0.05,0.00,0.13,-0.01
0.189,-0.06,0.03,-0.05,0.01,0.14,-0.01
0.19,-0.06,0.03,-0.05,0.01,0.15,-0.01
0.19,0.00,0.01,0.02,0.01,0.15,-0.01
0.192,0.00,0.01,0.02,0.01,0.16,-0.01
0.192,0.01,0.02,0.04,0.01,0.16,-0.01
0.197,0.01,0.02,0.04,0.02,0.18,-0.02
0.197,-0.02,-0.00,0.06,0.02,0.18,-0.02
0.197,-0.02,-0.00,0.06,0.02,0.19,-0.02
0.202,-0.02,-0.00,0.06,0.03,0.20,-0.01
0.202,-0.10,0.02,0.05,0.03,0.20,-0.01
0.202,-0.10,0.02,0.05,0.03,0.20,-0.01
0.205,-0.16,0.04,-0.00,0.03,0.20,-0.01
0.205,-0.16,0.04,-0.00,0.03,0.21,-0.01
0.211,-0.25,0.03,-0.03,0.03,0.21,-0.01
0.211,-0.25,0.03,-0.03,0.04,0.21,-0.00
0.212,-0.25,0.03,-0.03,0.04,0.21,-0.00
0.213,-0.25,0.03,-0.03,0.05,0.21,0.00
0.213,-0.26,0.00,-0.06,0.05,0.21,0.00
0.216,-0.16,0.00,-0.06,0.05,0.21,0.00
0.217,-0.16,0.00,-0.06,0.05,0.21,0.00
0.217,-0.16,0.00,-0.06,0.05,0.20,0.00
0.221,-0.16,0.00,-0.06,0.05,0.20,0.00
0.221,-0.10,-0.04,-0.07,0.05,0.20,0.00
0.222,-0.10,-0.04,-0.07,0.05,0.19,-0.00
0.225,-0.04,-0.05,-0.09,0.05,0.19,-0.00
0.225,-0.04,-0.05,-0.09,0.05,0.18,0.00
0.229,-0.04,-0.05,-0.09,0.06,0.18,0.00
0.23,-0.04,-0.05,-0.09,0.06,0.17,-0.00
0.23,-0.04,-0.03,-0.06,0.06,0.17,-0.00
0.233,-0.04,-0.03,-0.06,0.06,0.16,-0.00
0.233,-0.06,-0.03,-0.03,0.06,0.16,-0.00
0.238,-0.05,-0.04,0.00,0.06,0.16,-0.00
0.239,-0.05,-0.04,0.00,0.07,0.16,-0.00
0.239,-0.05,-0.04,0.00,0.07,0.15,-0.00
0.241,-0.05,-0.04,0.00,0.07,0.15,0.00
0.242,-0.05,-0.06,0.01,0.07,0.15,0.00
0.242,-0.05,-0.06,0.01,0.07,0.14,0.00
0.245,-0.07,-0.07,0.04,0.07,0.14,0.00
0.246,-0.07,-0.07,0.04,0.08,0.14,0.00
0.251,-0.07,-0.07,0.04,0.08,0.13,0.00
0.251,-0.07,-0.07,0.04,0.08,0.13,0.01
0.251,-0.08,-0.05,0.07,0.08,0.13,0.01
0.253,-0.08,-0.05,0.07,0.08,0.14,0.00
0.253,-0.04,-0.10,0.10,0.08,0.14,0.00
0.257,-0.04,-0.10,0.10,0.08,0.14,0.01
0.258,-0.04,-0.05,0.10,0.08,0.14,0.01
0.258,-0.04,-0.05,0.10,0.09,0.14,0.01
0.261,-0.04,-0.05,0.10,0.09,0.15,0.01
0.262,-0.00,-0.00,0.09,0.09,0.15,0.01
0.262,-0.00,-0.00,0.09,0.09,0.16,0.01
0.265,-0.04,0.01,0.15,0.09,0.16,0.01
0.266,-0.04,0.01,0.15,0.09,0.17,0.01
0.269,-0.05,0.04,0.23,0.09,0.17,0.01
0.269,-0.05,0.04,0.23,0.09,0.18,0.02
0.27,-0.05,0.04,0.23,0.09,0.19,0.02
0.272,-0.03,0.07,0.26,0.09,0.19,0.02
0.272,-0.03,0.07,0.26,0.09,0.21,0.02
0.276,0.03,0.08,0.27,0.09,0.21,0.02
0.278,0.03,0.08,0.27,0.09,0.23,0.02
0.279,0.03,0.08,0.27,0.09,0.25,0.02
0.28,0.03,0.08,0.27,0.09,0.27,0.02
0.281,-0.01,0.09,0.26,0.09,0.27,0.02
0.281,-0.01,0.09,0.26,0.09,0.30,0.03
0.284,-0.02,0.10,0.29,0.09,0.30,0.03
0.284,-0.02,0.10,0.29,0.09,0.32,0.03
0.288,-0.02,0.10,0.29,0.09,0.35,0.03
0.289,0.07,0.09,0.33,0.09,0.35,0.03
0.289,0.07,0.09,0.33,0.09,0.37,0.03
0.293,0.07,0.09,0.33,0.09,0.39,0.03
0.294,0.10,0.09,0.32,0.09,0.39,0.03
0.297,0.10,0.09,0.32,0.09,0.41,0.03
0.298,0.10,0.11,0.29,0.09,0.41,0.03
0.328,0.10,0.11,0.29,0.08,0.43,0.03
0.328,0.10,0.11,0.29,0.08,0.45,0.03
0.329,0.10,0.11,0.29,0.07,0.46,0.03
0.329,0.05,0.08,0.22,0.07,0.46,0.03
0.33,0.03,0.07,0.13,0.07,0.46,0.03
0.33,0.03,0.07,0.13,0.06,0.47,0.03
0.33,-0.03,0.05,0.06,0.06,0.47,0.03
0.331,-0.03,0.05,0.06,0.05,0.48,0.03
0.331,-0.03,0.05,0.06,0.05,0.49,0.03
0.331,-0.05,0.05,0.06,0.05,0.49,0.03
0.331,-0.05,0.05,0.06,0.04,0.49,0.03
0.332,-0.05,0.03,0.02,0.04,0.49,0.03
0.332,-0.05,0.03,0.02,0.03,0.48,0.03
0.332,-0.05,0.03,0.02,0.02,0.48,0.03
0.333,-0.05,0.03,0.02,0.02,0.48,0.02
0.333,-0.09,0.02,-0.03,0.02,0.48,0.02
0.333,-0.09,0.02,-0.03,0.01,0.47,0.02
0.334,-0.13,0.04,-0.09,0.01,0.47,0.02
0.334,-0.13,0.04,-0.09,0.00,0.46,0.02
0.334,-0.13,0.04,-0.09,-0.00,0.46,0.02
0.335,-0.12,0.03,-0.14,-0.00,0.46,0.02
0.335,-0.12,0.03,-0.14,-0.01,0.45,0.01
0.335,-0.10,0.02,-0.19,-0.01,0.45,0.01
0.335,-0.10,0.02,-0.19,-0.02,0.45,0.01
0.341,-0.10,0.02,-0.19,-0.02,0.44,0.00
0.341,-0.04,0.02,-0.21,-0.02,0.44,0.00
0.342,-0.04,0.02,-0.21,-0.02,0.43,-0.00
0.342,-0.04,0.02,-0.21,-0.03,0.43,-0.01
0.343,-0.03,-0.03,-0.23,-0.03,0.43,-0.01
0.343,-0.03,-0.03,-0.23,-0.03,0.42,-0.02
0.343,-0.01,-0.05,-0.23,-0.03,0.42,-0.02
0.346,-0.01,-0.05,-0.23,-0.03,0.42,-0.02
0.349,-0.01,-0.05,-0.23,-0.03,0.41,-0.02
0.349,-0.05,-0.05,-0.24,-0.03,0.41,-0.02
0.351,-0.05,-0.05,-0.24,-0.03,0.40,-0.02
0.351,-0.05,-0.12,-0.24,-0.03,0.40,-0.02
0.351,-0.05,-0.12,-0.24,-0.03,0.39,-0.02
0.355,-0.02,-0.14,-0.17,-0.03,0.39,-0.02
0.355,-0.02,-0.14,-0.17,-0.03,0.38,-0.03
0.361,0.01,-0.14,-0.10,-0.03,0.38,-0.03
0.361,0.01,-0.14,-0.10,-0.02,0.37,-0.03
0.362,0.01,-0.14,-0.10,-0.02,0.36,-0.03
0.363,0.01,-0.14,-0.10,-0.01,0.35,-0.03
0.364,0.02,-0.15,-0.07,-0.01,0.35,-0.03
0.367,0.02,-0.15,-0.07,0.00,0.34,-0.03
0.367,0.00,-0.16,0.00,0.00,0.34,-0.03
0.369,0.00,-0.16,0.00,0.01,0.33,-0.03
0.371,0.00,-0.16,0.00,0.03,0.33,-0.03
0.371,-0.04,-0.17,0.06,0.03,0.33,-0.03
0.371,-0.04,-0.17,0.06,0.04,0.32,-0.03
0.375,-0.04,-0.17,0.06,0.05,0.31,-0.02
0.375,-0.06,-0.14,0.09,0.05,0.31,-0.02
0.378,-0.06,-0.14,0.09,0.06,0.30,-0.02
0.379,-0.06,-0.14,0.09,0.07,0.29,-0.02
0.379,-0.05,-0.13,0.11,0.07,0.29,-0.02
0.383,-0.05,-0.13,0.11,0.08,0.28,-0.02
0.384,-0.06,-0.12,0.10,0.08,0.28,-0.02
0.387,-0.06,-0.12,0.10,0.09,0.27,-0.02
0.387,-0.06,-0.12,0.10,0.10,0.26,-0.02
0.387,-0.11,-0.07,0.09,0.10,0.26,-0.02
0.391,-0.11,-0.07,0.09,0.10,0.25,-0.02
0.391,-0.17,-0.05,0.07,0.10,0.25,-0.02
0.392,-0.17,-0.05,0.07,0.11,0.24,-0.02
0.395,-0.17,-0.05,0.07,0.12,0.23,-0.02
0.395,-0.22,-0.07,0.02,0.12,0.23,-0.02
0.4,-0.22,-0.07,0.02,0.12,0.22,-0.03
0.4,-0.22,-0.07,0.02,0.12,0.21,-0.03
0.4,-0.09,-0.05,-0.00,0.12,0.21,-0.03
0.403,-0.09,-0.05,-0.00,0.12,0.20,-0.04
0.403,0.06,-0.01,-0.05,0.12,0.20,-0.04
0.407,0.06,-0.01,-0.05,0.12,0.19,-0.04
0.409,0.06,-0.01,-0.05,0.12,0.19,-0.05
0.411,0.06,-0.01,-0.05,0.11,0.19,-0.05
0.412,0.10,-0.03,-0.09,0.11,0.19,-0.05
0.412,0.10,-0.03,-0.09,0.11,0.19,-0.06
0.412,0.08,-0.06,-0.12,0.11,0.19,-0.06
0.415,0.08,-0.06,-0.12,0.11,0.18,-0.06
0.416,0.05,-0.10,-0.13,0.11,0.18,-0.06
0.42,0.04,-0.11,-0.03,0.11,0.18,-0.06
0.42,0.04,-0.11,-0.03,0.11,0.18,-0.07
0.42,0.04,-0.11,-0.03,0.11,0.18,-0.07
0.423,0.04,-0.11,-0.03,0.11,0.17,-0.07
0.424,-0.02,-0.17,0.04,0.11,0.17,-0.07
0.427,-0.02,-0.17,0.04,0.11,0.16,-0.07
0.428,-0.06,-0.19,0.08,0.11,0.16,-0.07
0.428,-0.06,-0.19,0.08,0.11,0.16,-0.07
0.431,-0.06,-0.19,0.08,0.11,0.15,-0.07
0.432,-0.10,-0.22,0.07,0.11,0.15,-0.07
0.432,-0.10,-0.22,0.07,0.11,0.15,-0.07
0.436,-0.10,-0.22,0.07,0.11,0.14,-0.06
0.436,-0.10,-0.25,0.04,0.11,0.14,-0.06
0.439,-0.10,-0.25,0.04,0.11,0.14,-0.06
0.439,-0.10,-0.25,0.04,0.11,0.13,-0.06
0.44,-0.13,-0.28,0.02,0.11,0.13,-0.06
0.445,-0.13,-0.28,0.02,0.11,0.12,-0.06
0.445,-0.15,-0.28,-0.02,0.11,0.12,-0.06
0.448,-0.15,-0.28,-0.02,0.11,0.11,-0.06
0.449,-0.16,-0.33,-0.04,0.11,0.11,-0.06
0.449,-0.16,-0.33,-0.04,0.11,0.11,-0.06
0.451,-0.16,-0.33,-0.04,0.12,0.10,-0.07
0.472,-0.22,-0.34,0.02,0.12,0.10,-0.07
0.472,-0.22,-0.34,0.02,0.12,0.08,-0.07
0.473,-0.26,-0.35,0.09,0.12,0.08,-0.07
0.473,-0.26,-0.35,0.09,0.12,0.07,-0.07
0.473,-0.26,-0.35,0.09,0.13,0.06,-0.08
0.473,-0.26,-0.35,0.09,0.13,0.05,-0.08
0.474,-0.21,-0.43,0.07,0.13,0.05,-0.08
0.474,-0.21,-0.43,0.07,0.14,0.04,-0.09
0.474,-0.25,-0.51,0.08,0.14,0.04,-0.09
0.474,-0.25,-0.51,0.08,0.15,0.04,-0.10
0.475,-0.25,-0.51,0.08,0.16,0.04,-0.11
0.475,-0.27,-0.61,0.07,0.16,0.04,-0.11
0.475,-0.27,-0.61,0.07,0.16,0.03,-0.12
0.475,-0.27,-0.61,0.07,0.17,0.03,-0.13
0.476,-0.26,-0.64,0.09,0.17,0.03,-0.13
0.476,-0.26,-0.73,0.05,0.17,0.03,-0.13
0.476,-0.26,-0.73,0.05,0.18,0.03,-0.14
0.48,-0.26,-0.73,0.05,0.19,0.02,-0.15
0.48,-0.26,-0.73,0.05,0.20,0.01,-0.17
0.48,-0.26,-0.85,0.04,0.20,0.01,-0.17
0.482,-0.26,-0.85,0.04,0.21,-0.01,-0.18
0.483,-0.22,-0.94,0.00,0.21,-0.01,-0.18
0.486,-0.22,-0.94,0.00,0.22,-0.03,-0.20
0.487,-0.22,-1.03,-0.05,0.22,-0.03,-0.20
0.487,-0.22,-1.03,-0.05,0.23,-0.05,-0.21
0.491,-0.22,-1.03,-0.05,0.24,-0.08,-0.23
0.491,-0.22,-1.03,-0.05,0.26,-0.10,-0.26
0.491,-0.16,-1.07,-0.03,0.26,-0.10,-0.26
0.496,-0.16,-1.07,-0.03,0.28,-0.13,-0.28
0.496,-0.03,-1.10,0.06,0.28,-0.13,-0.28
0.499,-0.03,-1.10,0.06,0.30,-0.17,-0.31
0.499,-0.03,-1.10,0.06,0.31,-0.20,-0.34
0.499,0.03,-1.07,0.15,0.31,-0.20,-0.34
0.504,0.03,-1.07,0.15,0.34,-0.24,-0.37
0.504,0.05,-1.07,0.17,0.34,-0.24,-0.37
0.506,0.05,-1.07,0.17,0.36,-0.28,-0.39
0.508,0.05,-1.07,0.17,0.39,-0.32,-0.42
0.508,0.01,-1.10,0.24,0.39,-0.32,-0.42
0.511,0.01,-1.10,0.24,0.41,-0.37,-0.44
0.511,-0.01,-1.11,0.29,0.41,-0.37,-0.44
0.511,-0.01,-1.11,0.29,0.45,-0.41,-0.47
0.515,-0.01,-1.11,0.29,0.47,-0.46,-0.49
0.515,0.01,-1.13,0.35,0.47,-0.46,-0.49
0.518,0.01,-1.13,0.35,0.50,-0.50,-0.52
0.52,0.01,-1.12,0.37,0.50,-0.50,-0.52
0.52,0.01,-1.12,0.37,0.53,-0.55,-0.55
0.523,0.01,-1.12,0.37,0.57,-0.59,-0.57
0.523,0.05,-1.15,0.35,0.57,-0.59,-0.57
0.528,0.05,-1.15,0.35,0.60,-0.63,-0.60
0.528,0.10,-1.15,0.29,0.60,-0.63,-0.60
0.528,0.10,-1.15,0.29,0.63,-0.67,-0.63
0.531,0.10,-1.15,0.29,0.66,-0.71,-0.66
0.531,0.10,-1.15,0.29,0.70,-0.75,-0.69
0.531,0.17,-1.16,0.35,0.70,-0.75,-0.69
0.535,0.17,-1.16,0.35,0.73,-0.79,-0.72
0.536,0.20,-1.15,0.37,0.73,-0.79,-0.72
0.54,0.20,-1.15,0.37,0.77,-0.82,-0.74
0.54,0.20,-1.15,0.37,0.81,-0.86,-0.76
0.54,0.08,-1.14,0.48,0.81,-0.86,-0.76
0.541,0.08,-1.14,0.48,0.85,-0.89,-0.78
0.543,0.04,-1.10,0.59,0.85,-0.89,-0.78
0.545,0.04,-1.10,0.59,0.89,-0.92,-0.79
0.549,0.04,-1.10,0.59,0.92,-0.94,-0.80
0.549,-0.00,-1.14,0.55,0.92,-0.94,-0.80
0.551,-0.00,-1.14,0.55,0.96,-0.94,-0.81
0.551,-0.08,-1.20,0.39,0.96,-0.94,-0.81
0.551,-0.08,-1.20,0.39,0.99,-0.94,-0.82
0.555,-0.08,-1.20,0.39,1.01,-0.93,-0.82
0.556,-0.17,-1.29,0.18,1.01,-0.93,-0.82
0.559,-0.17,-1.29,0.18,1.03,-0.92,-0.82
0.56,-0.24,-1.37,-0.00,1.03,-0.92,-0.82
0.56,-0.24,-1.37,-0.00,1.05,-0.91,-0.82
0.563,-0.24,-1.37,-0.00,1.06,-0.89,-0.82
0.564,-0.21,-1.37,-0.07,1.06,-0.89,-0.82
0.568,-0.21,-1.37,-0.07,1.07,-0.88,-0.82
0.568,-0.19,-1.33,-0.17,1.07,-0.88,-0.82
0.57,-0.19,-1.33,-0.17,1.08,-0.87,-0.82
0.57,-0.19,-1.33,-0.17,1.08,-0.86,-0.82
0.572,-0.19,-1.33,-0.17,1.09,-0.85,-0.82
0.572,-0.25,-1.22,-0.28,1.09,-0.85,-0.82
0.575,-0.37,-1.13,-0.34,1.09,-0.85,-0.82
0.576,-0.37,-1.13,-0.34,1.09,-0.84,-0.81
0.579,-0.37,-1.13,-0.34,1.08,-0.82,-0.80
0.579,-0.37,-1.13,-0.34,1.08,-0.80,-0.79
0.582,-0.61,-0.95,-0.44,1.08,-0.80,-0.79
0.583,-0.61,-0.95,-0.44,1.07,-0.78,-0.78
0.583,-0.73,-0.77,-0.41,1.07,-0.78,-0.78
0.587,-0.73,-0.77,-0.41,1.07,-0.76,-0.76
0.587,-0.71,-0.58,-0.35,1.07,-0.76,-0.76
0.588,-0.71,-0.58,-0.35,1.06,-0.74,-0.75
0.591,-0.71,-0.58,-0.35,1.05,-0.72,-0.75
0.592,-0.55,-0.39,-0.26,1.05,-0.72,-0.75
0.592,-0.55,-0.39,-0.26,1.05,-0.70,-0.74
0.598,-0.55,-0.39,-0.26,1.04,-0.69,-0.74
0.599,-0.41,-0.18,-0.24,1.04,-0.69,-0.74
0.599,-0.41,-0.18,-0.24,1.03,-0.68,-0.73
0.599,-0.41,-0.18,-0.24,1.02,-0.67,-0.72
0.6,-0.56,0.07,-0.30,1.02,-0.67,-0.72
0.603,-0.56,0.07,-0.30,1.00,-0.66,-0.70
0.603,-0.72,0.46,-0.41,1.00,-0.66,-0.70
0.626,-0.72,0.46,-0.41,0.98,-0.64,-0.68
0.626,-0.72,0.46,-0.41,0.96,-0.63,-0.67
0.627,-0.67,0.77,-0.50,0.96,-0.63,-0.67
0.627,-0.67,0.77,-0.50,0.95,-0.61,-0.66
0.628,-0.41,0.95,-0.53,0.95,-0.61,-0.66
0.628,-0.41,0.95,-0.53,0.92,-0.59,-0.65
0.628,-0.13,0.96,-0.57,0.92,-0.59,-0.65
0.628,-0.13,0.96,-0.57,0.90,-0.56,-0.64
0.628,-0.13,0.96,-0.57,0.89,-0.52,-0.64
0.629,-0.13,0.96,-0.57,0.87,-0.47,-0.64
0.629,0.19,0.93,-0.54,0.87,-0.47,-0.64
0.629,0.19,0.93,-0.54,0.87,-0.43,-0.64
0.629,0.42,0.79,-0.42,0.87,-0.43,-0.64
0.629,0.42,0.79,-0.42,0.86,-0.40,-0.65
0.63,0.71,0.66,-0.09,0.86,-0.40,-0.65
0.63,0.71,0.66,-0.09,0.86,-0.38,-0.66
0.63,0.71,0.66,-0.09,0.87,-0.36,-0.67
0.632,0.96,0.55,0.28,0.87,-0.36,-0.67
0.633,0.96,0.55,0.28,0.88,-0.34,-0.69
0.634,1.24,0.43,0.58,0.88,-0.34,-0.69
0.634,1.24,0.43,0.58,0.90,-0.32,-0.70
0.64,1.24,0.43,0.58,0.92,-0.30,-0.71
0.641,1.27,0.29,0.75,0.92,-0.30,-0.71
0.642,1.27,0.29,0.75,0.94,-0.28,-0.72
0.642,1.27,0.29,0.75,0.96,-0.24,-0.73
0.643,1.25,0.19,0.84,0.96,-0.24,-0.73
0.647,1.25,0.19,0.84,0.97,-0.21,-0.72
0.648,1.25,0.19,0.84,0.99,-0.17,-0.72
0.648,1.12,0.19,0.84,0.99,-0.17,-0.72
0.651,1.12,0.19,0.84,1.00,-0.12,-0.70
0.651,1.12,0.19,0.84,1.01,-0.07,-0.67
0.652,0.88,0.19,0.68,1.01,-0.07,-0.67
0.657,0.88,0.19,0.68,1.01,-0.02,-0.64
0.657,0.61,0.26,0.44,1.01,-0.02,-0.64
0.657,0.61,0.26,0.44,1.00,0.03,-0.60
0.661,0.61,0.26,0.44,0.99,0.08,-0.56
0.661,0.61,0.26,0.44,0.98,0.13,-0.52
0.662,0.36,0.32,0.22,0.98,0.13,-0.52
0.664,0.21,0.36,0.04,0.98,0.13,-0.52
0.669,0.26,0.36,-0.09,0.98,0.13,-0.52
0.669,0.26,0.36,-0.09,0.96,0.17,-0.48
0.669,0.26,0.36,-0.09,0.93,0.19,-0.44
0.669,0.26,0.36,-0.09,0.91,0.21,-0.41
0.675,0.26,0.36,-0.09,0.88,0.22,-0.38
0.676,0.33,0.38,-0.13,0.88,0.22,-0.38
0.676,0.37,0.36,-0.17,0.88,0.22,-0.38
0.676,0.37,0.36,-0.17,0.85,0.21,-0.35
0.679,0.37,0.36,-0.17,0.82,0.20,-0.33
0.68,0.37,0.36,-0.17,0.79,0.18,-0.31
0.681,0.37,0.36,-0.17,0.75,0.15,-0.29
0.681,0.42,0.36,-0.24,0.75,0.15,-0.29
0.684,0.45,0.35,-0.28,0.75,0.15,-0.29
0.688,0.45,0.35,-0.28,0.72,0.12,-0.28
0.689,0.45,0.35,-0.28,0.68,0.08,-0.26
0.689,0.39,0.32,-0.37,0.68,0.08,-0.26
